constructorId,constructorName,year,n_years,constructorYearId
25,Tyrrell,1974,29,25
25,Tyrrell,1975,29,25
25,Tyrrell,1976,29,25
25,Tyrrell,1977,29,25
25,Tyrrell,1978,29,25
25,Tyrrell,1979,29,25
25,Tyrrell,1980,29,25
25,Tyrrell,1981,29,25
25,Tyrrell,1982,29,25
25,Tyrrell,1983,29,25
25,Tyrrell,1984,29,25
25,Tyrrell,1985,29,25
25,Tyrrell,1986,29,25
25,Tyrrell,1987,29,25
25,Tyrrell,1988,29,25
25,Tyrrell,1989,29,25
25,Tyrrell,1990,29,25
25,Tyrrell,1991,29,25
25,Tyrrell,1992,29,25
25,Tyrrell,1993,29,25
25,Tyrrell,1994,29,25
25,Tyrrell,1995,29,25
25,Tyrrell,1996,29,25
25,Tyrrell,1997,29,25
25,Tyrrell,1998,29,25
32,Team Lotus,1958,29,32
32,Team Lotus,1959,29,32
32,Team Lotus,1960,29,32
32,Team Lotus,1962,29,32
32,Team Lotus,1963,29,32
32,Team Lotus,1970,29,32
32,Team Lotus,1972,29,32
32,Team Lotus,1973,29,32
32,Team Lotus,1974,29,32
32,Team Lotus,1975,29,32
32,Team Lotus,1976,29,32
32,Team Lotus,1977,29,32
32,Team Lotus,1978,29,32
32,Team Lotus,1979,29,32
32,Team Lotus,1980,29,32
32,Team Lotus,1981,29,32
32,Team Lotus,1982,29,32
32,Team Lotus,1983,29,32
32,Team Lotus,1984,29,32
32,Team Lotus,1985,29,32
32,Team Lotus,1986,29,32
32,Team Lotus,1987,29,32
32,Team Lotus,1988,29,32
32,Team Lotus,1989,29,32
32,Team Lotus,1990,29,32
32,Team Lotus,1991,29,32
32,Team Lotus,1992,29,32
32,Team Lotus,1993,29,32
32,Team Lotus,1994,29,32
4,Renault,1977,24,4
4,Renault,1978,24,4
4,Renault,1979,24,4
4,Renault,1980,24,4
4,Renault,1981,24,4
4,Renault,1982,24,4
4,Renault,1983,24,4
4,Renault,1984,24,4
4,Renault,1985,24,4
4,Renault,2002,24,53
4,Renault,2003,24,53
4,Renault,2004,24,53
4,Renault,2005,24,53
4,Renault,2006,24,53
4,Renault,2007,24,53
4,Renault,2008,24,53
4,Renault,2009,24,53
4,Renault,2010,24,53
4,Renault,2011,24,53
4,Renault,2016,24,53
4,Renault,2017,24,53
4,Renault,2018,24,53
4,Renault,2019,24,53
4,Renault,2020,24,53
15,Sauber,1993,23,15
15,Sauber,1994,23,15
15,Sauber,1995,23,15
15,Sauber,1996,23,15
15,Sauber,1997,23,15
15,Sauber,1998,23,15
15,Sauber,1999,23,15
15,Sauber,2000,23,15
15,Sauber,2001,23,15
15,Sauber,2002,23,15
15,Sauber,2003,23,15
15,Sauber,2004,23,15
15,Sauber,2005,23,15
15,Sauber,2010,23,15
15,Sauber,2011,23,15
15,Sauber,2012,23,15
15,Sauber,2013,23,15
15,Sauber,2014,23,15
15,Sauber,2015,23,15
15,Sauber,2016,23,15
15,Sauber,2017,23,15
15,Sauber,2018,23,15
15,Sauber,2024,23,15
66,BRM,1951,23,66
66,BRM,1956,23,66
66,BRM,1957,23,66
66,BRM,1958,23,66
66,BRM,1959,23,66
66,BRM,1960,23,66
66,BRM,1961,23,66
66,BRM,1962,23,66
66,BRM,1963,23,66
66,BRM,1964,23,66
66,BRM,1965,23,66
66,BRM,1966,23,66
66,BRM,1967,23,66
66,BRM,1968,23,66
66,BRM,1969,23,66
66,BRM,1970,23,66
66,BRM,1971,23,66
66,BRM,1972,23,66
66,BRM,1973,23,66
66,BRM,1974,23,66
66,BRM,1975,23,66
66,BRM,1976,23,66
66,BRM,1977,23,66
34,Brabham,1962,22,34
34,Brabham,1963,22,34
34,Brabham,1970,22,34
34,Brabham,1971,22,34
34,Brabham,1972,22,34
34,Brabham,1973,22,34
34,Brabham,1974,22,34
34,Brabham,1975,22,34
34,Brabham,1977,22,34
34,Brabham,1978,22,34
34,Brabham,1980,22,34
34,Brabham,1981,22,34
34,Brabham,1982,22,34
34,Brabham,1983,22,34
34,Brabham,1984,22,34
34,Brabham,1985,22,34
34,Brabham,1986,22,34
34,Brabham,1987,22,34
34,Brabham,1989,22,34
34,Brabham,1990,22,34
34,Brabham,1991,22,34
34,Brabham,1992,22,34
18,Minardi,1985,21,18
18,Minardi,1986,21,18
18,Minardi,1987,21,18
18,Minardi,1988,21,18
18,Minardi,1989,21,18
18,Minardi,1990,21,18
18,Minardi,1991,21,18
18,Minardi,1992,21,18
18,Minardi,1993,21,18
18,Minardi,1994,21,18
18,Minardi,1995,21,18
18,Minardi,1996,21,18
18,Minardi,1997,21,18
18,Minardi,1998,21,18
18,Minardi,1999,21,18
18,Minardi,2000,21,18
18,Minardi,2001,21,18
18,Minardi,2002,21,18
18,Minardi,2003,21,18
18,Minardi,2004,21,18
18,Minardi,2005,21,18
27,Ligier,1976,21,27
27,Ligier,1977,21,27
27,Ligier,1978,21,27
27,Ligier,1979,21,27
27,Ligier,1980,21,27
27,Ligier,1981,21,27
27,Ligier,1982,21,27
27,Ligier,1983,21,27
27,Ligier,1984,21,27
27,Ligier,1985,21,27
27,Ligier,1986,21,27
27,Ligier,1987,21,27
27,Ligier,1988,21,27
27,Ligier,1989,21,27
27,Ligier,1990,21,27
27,Ligier,1991,21,27
27,Ligier,1992,21,27
27,Ligier,1993,21,27
27,Ligier,1994,21,27
27,Ligier,1995,21,27
27,Ligier,1996,21,27
9,Red Bull,2005,20,24
9,Red Bull,2006,20,24
9,Red Bull,2007,20,24
9,Red Bull,2008,20,24
9,Red Bull,2009,20,24
9,Red Bull,2010,20,24
9,Red Bull,2011,20,24
9,Red Bull,2012,20,24
9,Red Bull,2013,20,24
9,Red Bull,2014,20,24
9,Red Bull,2015,20,24
9,Red Bull,2016,20,24
9,Red Bull,2017,20,24
9,Red Bull,2018,20,24
9,Red Bull,2019,20,24
9,Red Bull,2020,20,24
9,Red Bull,2021,20,24
9,Red Bull,2022,20,24
9,Red Bull,2023,20,24
9,Red Bull,2024,20,24
21,Arrows,1978,19,21
21,Arrows,1979,19,21
21,Arrows,1980,19,21
21,Arrows,1981,19,21
21,Arrows,1982,19,21
21,Arrows,1983,19,21
21,Arrows,1984,19,21
21,Arrows,1985,19,21
21,Arrows,1986,19,21
21,Arrows,1987,19,21
21,Arrows,1988,19,21
21,Arrows,1989,19,21
21,Arrows,1990,19,21
21,Arrows,1997,19,21
21,Arrows,1998,19,21
21,Arrows,1999,19,21
21,Arrows,2000,19,21
21,Arrows,2001,19,21
21,Arrows,2002,19,21
131,Mercedes,1954,17,131
131,Mercedes,1955,17,131
131,Mercedes,2010,17,25
131,Mercedes,2011,17,25
131,Mercedes,2012,17,25
131,Mercedes,2013,17,25
131,Mercedes,2014,17,25
131,Mercedes,2015,17,25
131,Mercedes,2016,17,25
131,Mercedes,2017,17,25
131,Mercedes,2018,17,25
131,Mercedes,2019,17,25
131,Mercedes,2020,17,25
131,Mercedes,2021,17,25
131,Mercedes,2022,17,25
131,Mercedes,2023,17,25
131,Mercedes,2024,17,25
22,Benetton,1986,16,53
22,Benetton,1987,16,53
22,Benetton,1988,16,53
22,Benetton,1989,16,53
22,Benetton,1990,16,53
22,Benetton,1991,16,53
22,Benetton,1992,16,53
22,Benetton,1993,16,53
22,Benetton,1994,16,53
22,Benetton,1995,16,53
22,Benetton,1996,16,53
22,Benetton,1997,16,53
22,Benetton,1998,16,53
22,Benetton,1999,16,53
22,Benetton,2000,16,53
22,Benetton,2001,16,53
51,Alfa Romeo,1950,16,51
51,Alfa Romeo,1951,16,51
51,Alfa Romeo,1963,16,51
51,Alfa Romeo,1965,16,51
51,Alfa Romeo,1979,16,51
51,Alfa Romeo,1980,16,51
51,Alfa Romeo,1981,16,51
51,Alfa Romeo,1982,16,51
51,Alfa Romeo,1983,16,51
51,Alfa Romeo,1984,16,51
51,Alfa Romeo,1985,16,51
51,Alfa Romeo,2019,16,15
51,Alfa Romeo,2020,16,15
51,Alfa Romeo,2021,16,15
51,Alfa Romeo,2022,16,15
51,Alfa Romeo,2023,16,15
17,Jordan,1991,15,17
17,Jordan,1992,15,17
17,Jordan,1993,15,17
17,Jordan,1994,15,17
17,Jordan,1995,15,17
17,Jordan,1996,15,17
17,Jordan,1997,15,17
17,Jordan,1998,15,17
17,Jordan,1999,15,17
17,Jordan,2000,15,17
17,Jordan,2001,15,17
17,Jordan,2002,15,17
17,Jordan,2003,15,17
17,Jordan,2004,15,17
17,Jordan,2005,15,17
5,Toro Rosso,2006,14,18
5,Toro Rosso,2007,14,18
5,Toro Rosso,2008,14,18
5,Toro Rosso,2009,14,18
5,Toro Rosso,2010,14,18
5,Toro Rosso,2011,14,18
5,Toro Rosso,2012,14,18
5,Toro Rosso,2013,14,18
5,Toro Rosso,2014,14,18
5,Toro Rosso,2015,14,18
5,Toro Rosso,2016,14,18
5,Toro Rosso,2017,14,18
5,Toro Rosso,2018,14,18
5,Toro Rosso,2019,14,18
37,March,1970,13,37
37,March,1972,13,37
37,March,1973,13,37
37,March,1974,13,37
37,March,1975,13,37
37,March,1976,13,37
37,March,1977,13,37
37,March,1981,13,37
37,March,1982,13,37
37,March,1987,13,37
37,March,1988,13,37
37,March,1989,13,37
37,March,1992,13,37
10,Force India,2008,11,17
10,Force India,2009,11,17
10,Force India,2010,11,17
10,Force India,2011,11,17
10,Force India,2012,11,17
10,Force India,2013,11,17
10,Force India,2014,11,17
10,Force India,2015,11,17
10,Force India,2016,11,17
10,Force India,2017,11,17
10,Force India,2018,11,17
26,Lola,1962,11,26
26,Lola,1963,11,26
26,Lola,1967,11,26
26,Lola,1968,11,26
26,Lola,1974,11,26
26,Lola,1975,11,26
26,Lola,1985,11,26
26,Lola,1986,11,26
26,Lola,1991,11,26
26,Lola,1993,11,26
26,Lola,1997,11,26
45,Osella,1980,11,
45,Osella,1981,11,
45,Osella,1982,11,
45,Osella,1983,11,
45,Osella,1984,11,
45,Osella,1985,11,
45,Osella,1986,11,
45,Osella,1987,11,
45,Osella,1988,11,
45,Osella,1989,11,
45,Osella,1990,11,
105,Maserati,1950,11,105
105,Maserati,1951,11,105
105,Maserati,1952,11,105
105,Maserati,1953,11,105
105,Maserati,1954,11,105
105,Maserati,1955,11,105
105,Maserati,1956,11,105
105,Maserati,1957,11,105
105,Maserati,1958,11,105
105,Maserati,1959,11,105
105,Maserati,1960,11,105
113,Kurtis Kraft,1950,11,
113,Kurtis Kraft,1951,11,
113,Kurtis Kraft,1952,11,
113,Kurtis Kraft,1953,11,
113,Kurtis Kraft,1954,11,
113,Kurtis Kraft,1955,11,
113,Kurtis Kraft,1956,11,
113,Kurtis Kraft,1957,11,
113,Kurtis Kraft,1958,11,
113,Kurtis Kraft,1959,11,
113,Kurtis Kraft,1960,11,
57,Ensign,1973,10,
57,Ensign,1974,10,
57,Ensign,1975,10,
57,Ensign,1976,10,
57,Ensign,1977,10,
57,Ensign,1978,10,
57,Ensign,1979,10,
57,Ensign,1980,10,
57,Ensign,1981,10,
57,Ensign,1982,10,
114,Kuzma,1951,10,
114,Kuzma,1952,10,
114,Kuzma,1953,10,
114,Kuzma,1954,10,
114,Kuzma,1955,10,
114,Kuzma,1956,10,
114,Kuzma,1957,10,
114,Kuzma,1958,10,
114,Kuzma,1959,10,
114,Kuzma,1960,10,
63,Surtees,1970,9,
63,Surtees,1971,9,
63,Surtees,1972,9,
63,Surtees,1973,9,
63,Surtees,1974,9,
63,Surtees,1975,9,
63,Surtees,1976,9,
63,Surtees,1977,9,
63,Surtees,1978,9,
87,Cooper,1950,9,87
87,Cooper,1952,9,87
87,Cooper,1953,9,87
87,Cooper,1954,9,87
87,Cooper,1955,9,87
87,Cooper,1956,9,87
87,Cooper,1957,9,87
87,Cooper,1958,9,87
87,Cooper,1962,9,87
107,Watson,1950,9,
107,Watson,1951,9,
107,Watson,1952,9,
107,Watson,1953,9,
107,Watson,1956,9,
107,Watson,1957,9,
107,Watson,1958,9,
107,Watson,1959,9,
107,Watson,1960,9,
110,Lesovsky,1950,9,
110,Lesovsky,1951,9,
110,Lesovsky,1952,9,
110,Lesovsky,1953,9,
110,Lesovsky,1956,9,
110,Lesovsky,1957,9,
110,Lesovsky,1958,9,
110,Lesovsky,1959,9,
110,Lesovsky,1960,9,
167,Cooper-Maserati,1959,9,87
167,Cooper-Maserati,1960,9,87
167,Cooper-Maserati,1961,9,87
167,Cooper-Maserati,1963,9,87
167,Cooper-Maserati,1965,9,87
167,Cooper-Maserati,1966,9,87
167,Cooper-Maserati,1967,9,87
167,Cooper-Maserati,1968,9,87
167,Cooper-Maserati,1969,9,87
170,Cooper-Climax,1959,9,87
170,Cooper-Climax,1960,9,87
170,Cooper-Climax,1961,9,87
170,Cooper-Climax,1962,9,87
170,Cooper-Climax,1963,9,87
170,Cooper-Climax,1964,9,87
170,Cooper-Climax,1965,9,87
170,Cooper-Climax,1967,9,87
170,Cooper-Climax,1968,9,87
210,Haas F1 Team,2016,9,
210,Haas F1 Team,2017,9,
210,Haas F1 Team,2018,9,
210,Haas F1 Team,2019,9,
210,Haas F1 Team,2020,9,
210,Haas F1 Team,2021,9,
210,Haas F1 Team,2022,9,
210,Haas F1 Team,2023,9,
210,Haas F1 Team,2024,9,
7,Toyota,2002,8,
7,Toyota,2003,8,
7,Toyota,2004,8,
7,Toyota,2005,8,
7,Toyota,2006,8,
7,Toyota,2007,8,
7,Toyota,2008,8,
7,Toyota,2009,8,
11,Honda,1964,8,
11,Honda,1965,8,
11,Honda,1966,8,
11,Honda,1967,8,
11,Honda,1968,8,
11,Honda,2006,8,25
11,Honda,2007,8,25
11,Honda,2008,8,25
33,Larrousse,1987,8,
33,Larrousse,1988,8,
33,Larrousse,1989,8,
33,Larrousse,1990,8,
33,Larrousse,1991,8,
33,Larrousse,1992,8,
33,Larrousse,1993,8,
33,Larrousse,1994,8,
54,ATS,1963,8,
54,ATS,1978,8,
54,ATS,1979,8,
54,ATS,1980,8,
54,ATS,1981,8,
54,ATS,1982,8,
54,ATS,1983,8,
54,ATS,1984,8,
56,Fittipaldi,1975,8,
56,Fittipaldi,1976,8,
56,Fittipaldi,1977,8,
56,Fittipaldi,1978,8,
56,Fittipaldi,1979,8,
56,Fittipaldi,1980,8,
56,Fittipaldi,1981,8,
56,Fittipaldi,1982,8,
95,Porsche,1957,8,
95,Porsche,1958,8,
95,Porsche,1959,8,
95,Porsche,1960,8,
95,Porsche,1961,8,
95,Porsche,1962,8,
95,Porsche,1963,8,
95,Porsche,1964,8,
125,Connaught,1952,8,
125,Connaught,1953,8,
125,Connaught,1954,8,
125,Connaught,1955,8,
125,Connaught,1956,8,
125,Connaught,1957,8,
125,Connaught,1958,8,
125,Connaught,1959,8,
16,BAR,1999,7,25
16,BAR,2000,7,25
16,BAR,2001,7,25
16,BAR,2002,7,25
16,BAR,2003,7,25
16,BAR,2004,7,25
16,BAR,2005,7,25
58,Shadow,1973,7,58
58,Shadow,1974,7,58
58,Shadow,1976,7,58
58,Shadow,1977,7,58
58,Shadow,1978,7,58
58,Shadow,1979,7,58
58,Shadow,1980,7,58
109,Phillips,1954,7,
109,Phillips,1955,7,
109,Phillips,1956,7,
109,Phillips,1957,7,
109,Phillips,1958,7,
109,Phillips,1959,7,
109,Phillips,1960,7,
118,Vanwall,1954,7,
118,Vanwall,1955,7,
118,Vanwall,1956,7,
118,Vanwall,1957,7,
118,Vanwall,1958,7,
118,Vanwall,1959,7,
118,Vanwall,1960,7,
172,Lotus-Climax,1961,7,32
172,Lotus-Climax,1962,7,32
172,Lotus-Climax,1963,7,32
172,Lotus-Climax,1964,7,32
172,Lotus-Climax,1965,7,32
172,Lotus-Climax,1966,7,32
172,Lotus-Climax,1967,7,32
29,Footwork,1991,6,
29,Footwork,1992,6,
29,Footwork,1993,6,
29,Footwork,1994,6,
29,Footwork,1995,6,
29,Footwork,1996,6,
39,AGS,1986,6,
39,AGS,1987,6,
39,AGS,1988,6,
39,AGS,1989,6,
39,AGS,1990,6,
39,AGS,1991,6,
117,Aston Martin,1959,6,
117,Aston Martin,1960,6,
117,Aston Martin,2021,6,17
117,Aston Martin,2022,6,17
117,Aston Martin,2023,6,17
117,Aston Martin,2024,6,17
129,Stevens,1950,6,
129,Stevens,1952,6,
129,Stevens,1953,6,
129,Stevens,1954,6,
129,Stevens,1955,6,
129,Stevens,1956,6,
176,Lotus-BRM,1962,6,32
176,Lotus-BRM,1963,6,32
176,Lotus-BRM,1964,6,32
176,Lotus-BRM,1965,6,32
176,Lotus-BRM,1966,6,32
176,Lotus-BRM,1967,6,32
180,Lotus-Ford,1963,6,32
180,Lotus-Ford,1965,6,32
180,Lotus-Ford,1967,6,32
180,Lotus-Ford,1968,6,32
180,Lotus-Ford,1969,6,32
180,Lotus-Ford,1971,6,32
182,Brabham-Ford,1964,6,34
182,Brabham-Ford,1965,6,34
182,Brabham-Ford,1967,6,34
182,Brabham-Ford,1969,6,34
182,Brabham-Ford,1976,6,34
182,Brabham-Ford,1979,6,34
183,Brabham-Climax,1964,6,34
183,Brabham-Climax,1965,6,34
183,Brabham-Climax,1966,6,34
183,Brabham-Climax,1967,6,34
183,Brabham-Climax,1968,6,34
183,Brabham-Climax,1969,6,34
19,Jaguar,2000,5,24
19,Jaguar,2001,5,24
19,Jaguar,2002,5,24
19,Jaguar,2003,5,24
19,Jaguar,2004,5,24
20,Prost,1997,5,27
20,Prost,1998,5,27
20,Prost,1999,5,27
20,Prost,2000,5,27
20,Prost,2001,5,27
35,Dallara,1988,5,
35,Dallara,1989,5,
35,Dallara,1990,5,
35,Dallara,1991,5,
35,Dallara,1992,5,
42,Coloni,1987,5,
42,Coloni,1988,5,
42,Coloni,1989,5,
42,Coloni,1990,5,
42,Coloni,1991,5,
49,Zakspeed,1985,5,
49,Zakspeed,1986,5,
49,Zakspeed,1987,5,
49,Zakspeed,1988,5,
49,Zakspeed,1989,5,
53,Toleman,1981,5,53
53,Toleman,1982,5,53
53,Toleman,1983,5,53
53,Toleman,1984,5,53
53,Toleman,1985,5,53
64,Hesketh,1974,5,
64,Hesketh,1975,5,
64,Hesketh,1976,5,
64,Hesketh,1977,5,
64,Hesketh,1978,5,
82,Matra,1967,5,82
82,Matra,1968,5,82
82,Matra,1970,5,82
82,Matra,1971,5,82
82,Matra,1972,5,82
108,Epperly,1955,5,
108,Epperly,1957,5,
108,Epperly,1958,5,
108,Epperly,1959,5,
108,Epperly,1960,5,
128,Gordini,1952,5,
128,Gordini,1953,5,
128,Gordini,1954,5,
128,Gordini,1955,5,
128,Gordini,1956,5,
133,HWM,1951,5,
133,HWM,1952,5,
133,HWM,1953,5,
133,HWM,1954,5,
133,HWM,1955,5,
187,McLaren-Ford,1966,5,188
187,McLaren-Ford,1967,5,188
187,McLaren-Ford,1968,5,188
187,McLaren-Ford,1969,5,188
187,McLaren-Ford,1970,5,188
2,BMW Sauber,2006,4,15
2,BMW Sauber,2007,4,15
2,BMW Sauber,2008,4,15
2,BMW Sauber,2009,4,15
55,Theodore,1978,4,
55,Theodore,1981,4,
55,Theodore,1982,4,
55,Theodore,1983,4,
59,Wolf,1976,4,
59,Wolf,1977,4,
59,Wolf,1978,4,
59,Wolf,1979,4,
67,Penske,1974,4,
67,Penske,1975,4,
67,Penske,1976,4,
67,Penske,1977,4,
111,Trevis,1951,4,
111,Trevis,1952,4,
111,Trevis,1955,4,
111,Trevis,1960,4,
127,OSCA,1951,4,
127,OSCA,1952,4,
127,OSCA,1953,4,
127,OSCA,1958,4,
134,Schroeder,1951,4,
134,Schroeder,1953,4,
134,Schroeder,1954,4,
134,Schroeder,1955,4,
139,Bromme,1951,4,
139,Bromme,1952,4,
139,Bromme,1953,4,
139,Bromme,1954,4,
141,Simca,1950,4,
141,Simca,1951,4,
141,Simca,1952,4,
141,Simca,1953,4,
191,Brabham-Repco,1966,4,34
191,Brabham-Repco,1967,4,34
191,Brabham-Repco,1968,4,34
191,Brabham-Repco,1969,4,34
208,Lotus F1,2012,4,53
208,Lotus F1,2013,4,53
208,Lotus F1,2014,4,53
208,Lotus F1,2015,4,53
213,AlphaTauri,2020,4,18
213,AlphaTauri,2021,4,18
213,AlphaTauri,2022,4,18
213,AlphaTauri,2023,4,18
214,Alpine F1 Team,2021,4,53
214,Alpine F1 Team,2022,4,53
214,Alpine F1 Team,2023,4,53
214,Alpine F1 Team,2024,4,53
8,Super Aguri,2006,3,
8,Super Aguri,2007,3,
8,Super Aguri,2008,3,
24,Stewart,1997,3,24
24,Stewart,1998,3,24
24,Stewart,1999,3,24
44,Euro Brun,1988,3,
44,Euro Brun,1989,3,
44,Euro Brun,1990,3,
50,RAM,1983,3,
50,RAM,1984,3,
50,RAM,1985,3,
52,Spirit,1983,3,
52,Spirit,1984,3,
52,Spirit,1985,3,
73,Parnelli,1974,3,
73,Parnelli,1975,3,
73,Parnelli,1976,3,
74,Maki,1974,3,
74,Maki,1975,3,
74,Maki,1976,3,
86,De Tomaso,1962,3,86
86,De Tomaso,1963,3,86
86,De Tomaso,1970,3,86
89,LDS,1962,3,89
89,LDS,1963,3,89
89,LDS,1968,3,89
97,Gilby,1961,3,
97,Gilby,1962,3,
97,Gilby,1963,3,
99,Emeryson,1956,3,
99,Emeryson,1961,3,
99,Emeryson,1962,3,
101,JBW,1959,3,
101,JBW,1960,3,
101,JBW,1961,3,
119,Moore,1950,3,
119,Moore,1951,3,
119,Moore,1959,3,
120,Dunn,1957,3,
120,Dunn,1958,3,
120,Dunn,1959,3,
126,Alta,1950,3,
126,Alta,1951,3,
126,Alta,1952,3,
135,Pawl,1951,3,
135,Pawl,1954,3,
135,Pawl,1955,3,
144,Veritas,1951,3,
144,Veritas,1952,3,
144,Veritas,1953,3,
150,Deidt,1950,3,
150,Deidt,1951,3,
150,Deidt,1952,3,
151,ERA,1950,3,
151,ERA,1951,3,
151,ERA,1952,3,
164,HRT,2010,3,
164,HRT,2011,3,
164,HRT,2012,3,
181,Brabham-BRM,1964,3,34
181,Brabham-BRM,1965,3,34
181,Brabham-BRM,1966,3,34
189,Eagle-Climax,1966,3,189
189,Eagle-Climax,1967,3,189
189,Eagle-Climax,1969,3,189
190,Eagle-Weslake,1966,3,189
190,Eagle-Weslake,1967,3,189
190,Eagle-Weslake,1968,3,189
206,Marussia,2012,3,166
206,Marussia,2013,3,166
206,Marussia,2014,3,166
207,Caterham,2012,3,205
207,Caterham,2013,3,205
207,Caterham,2014,3,205
28,Forti,1995,2,
28,Forti,1996,2,
30,Pacific,1994,2,
30,Pacific,1995,2,
31,Simtek,1994,2,
31,Simtek,1995,2,
36,Fondmetal,1991,2,
